Length,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
53.2,-0.3521,4.0572,0.08699,2.895,3.161,3.427,3.724,4.057,4.432,4.855,5.335,5.814
53.3,-0.3521,4.0831,0.08693,2.914,3.182,3.449,3.748,4.083,4.46,4.885,5.368,5.85
53.4,-0.3521,4.1092,0.08687,2.933,3.202,3.472,3.772,4.109,4.488,4.916,5.401,5.886
53.5,-0.3521,4.1354,0.08681,2.953,3.223,3.494,3.796,4.135,4.517,4.947,5.434,5.922
53.6,-0.3521,4.1619,0.08675,2.972,3.245,3.517,3.821,4.162,4.545,4.978,5.468,5.958
53.7,-0.3521,4.1885,0.08669,2.992,3.266,3.54,3.846,4.188,4.574,5.009,5.502,5.995
53.8,-0.3521,4.2153,0.08663,3.012,3.287,3.563,3.871,4.215,4.603,5.04,5.536,6.032
53.9,-0.3521,4.2422,0.08657,3.032,3.309,3.586,3.895,4.242,4.632,5.072,5.57,6.069
54,-0.3521,4.2693,0.08651,3.052,3.33,3.609,3.921,4.269,4.661,5.104,5.605,6.106
54.1,-0.3521,4.2965,0.08645,3.072,3.352,3.633,3.946,4.296,4.691,5.136,5.639,6.143
54.2,-0.3521,4.3239,0.08639,3.092,3.374,3.656,3.971,4.324,4.72,5.168,5.674,6.181
54.3,-0.3521,4.3513,0.08633,3.112,3.396,3.68,3.997,4.351,4.75,5.2,5.709,6.218
54.4,-0.3521,4.3789,0.08627,3.133,3.418,3.704,4.022,4.379,4.78,5.232,5.744,6.256
54.5,-0.3521,4.4066,0.08621,3.153,3.44,3.727,4.048,4.407,4.81,5.264,5.779,6.294
54.6,-0.3521,4.4344,0.08615,3.174,3.463,3.751,4.074,4.434,4.84,5.297,5.815,6.332
54.7,-0.3521,4.4623,0.0861,3.195,3.485,3.775,4.099,4.462,4.87,5.33,5.85,6.371
54.8,-0.3521,4.4903,0.08604,3.215,3.507,3.799,4.125,4.49,4.9,5.363,5.886,6.409
54.9,-0.3521,4.5185,0.08598,3.236,3.53,3.824,4.152,4.518,4.931,5.396,5.922,6.448
55,-0.3521,4.5467,0.08592,3.257,3.553,3.848,4.178,4.547,4.961,5.428,5.957,6.486
55.1,-0.3521,4.575,0.08586,3.278,3.575,3.872,4.204,4.575,4.992,5.462,5.993,6.525
55.2,-0.3521,4.6034,0.0858,3.299,3.598,3.897,4.23,4.603,5.022,5.495,6.029,6.564
55.3,-0.3521,4.6319,0.08575,3.32,3.621,3.921,4.257,4.632,5.053,5.528,6.066,6.603
55.4,-0.3521,4.6605,0.08569,3.342,3.644,3.946,4.283,4.66,5.084,5.562,6.102,6.642
55.5,-0.3521,4.6892,0.08563,3.363,3.667,3.971,4.31,4.689,5.115,5.595,6.138,6.681
55.6,-0.3521,4.718,0.08558,3.384,3.69,3.996,4.337,4.718,5.146,5.629,6.175,6.721
55.7,-0.3521,4.7469,0.08552,3.406,3.713,4.02,4.363,4.747,5.178,5.663,6.211,6.76
55.8,-0.3521,4.7758,0.08546,3.427,3.736,4.045,4.39,4.776,5.209,5.696,6.248,6.8
55.9,-0.3521,4.8048,0.08541,3.449,3.76,4.07,4.417,4.805,5.24,5.73,6.285,6.839
56,-0.3521,4.8338,0.08535,3.47,3.783,4.095,4.444,4.834,5.271,5.764,6.322,6.879
56.1,-0.3521,4.8629,0.08529,3.492,3.806,4.121,4.471,4.863,5.303,5.798,6.358,6.919
56.2,-0.3521,4.892,0.08524,3.514,3.83,4.146,4.498,4.892,5.334,5.832,6.395,6.958
56.3,-0.3521,4.9212,0.08518,3.535,3.853,4.171,4.525,4.921,5.366,5.866,6.432,6.998
56.4,-0.3521,4.9504,0.08513,3.557,3.876,4.196,4.552,4.95,5.397,5.901,6.469,7.038
56.5,-0.3521,4.9796,0.08507,3.579,3.9,4.221,4.579,4.98,5.429,5.935,6.506,7.078
56.6,-0.3521,5.0088,0.08502,3.6,3.923,4.246,4.606,5.009,5.46,5.969,6.543,7.118
56.7,-0.3521,5.0381,0.08497,3.622,3.947,4.272,4.633,5.038,5.492,6.003,6.581,7.158
56.8,-0.3521,5.0673,0.08491,3.644,3.97,4.297,4.661,5.067,5.524,6.037,6.617,7.198
56.9,-0.3521,5.0966,0.08486,3.666,3.994,4.322,4.688,5.097,5.555,6.071,6.655,7.238
57,-0.3521,5.1259,0.08481,3.687,4.017,4.347,4.715,5.126,5.587,6.106,6.692,7.278
57.1,-0.3521,5.1551,0.08475,3.709,4.041,4.373,4.742,5.155,5.618,6.14,6.728,7.317
57.2,-0.3521,5.1844,0.0847,3.731,4.064,4.398,4.769,5.184,5.65,6.174,6.766,7.357
57.3,-0.3521,5.2137,0.08465,3.753,4.088,4.423,4.796,5.214,5.682,6.208,6.803,7.397
57.4,-0.3521,5.2429,0.0846,3.775,4.111,4.448,4.824,5.243,5.713,6.242,6.84,7.437
57.5,-0.3521,5.2721,0.08455,3.796,4.135,4.474,4.851,5.272,5.745,6.276,6.877,7.477
57.6,-0.3521,5.3014,0.08449,3.818,4.159,4.499,4.878,5.301,5.776,6.31,6.913,7.517
57.7,-0.3521,5.3306,0.08444,3.84,4.182,4.524,4.905,5.331,5.808,6.344,6.95,7.556
57.8,-0.3521,5.3598,0.08439,3.862,4.206,4.549,4.932,5.36,5.839,6.378,6.987,7.596
57.9,-0.3521,5.3889,0.08434,3.884,4.229,4.574,4.959,5.389,5.871,6.412,7.024,7.636
58,-0.3521,5.418,0.0843,3.905,4.252,4.599,4.986,5.418,5.902,6.447,7.061,7.676
58.1,-0.3521,5.4471,0.08425,3.927,4.276,4.625,5.013,5.447,5.933,6.48,7.098,7.715
58.2,-0.3521,5.4762,0.0842,3.949,4.299,4.65,5.04,5.476,5.965,6.514,7.135,7.755
58.3,-0.3521,5.5053,0.08415,3.97,4.323,4.675,5.067,5.505,5.996,6.548,7.171,7.794
58.4,-0.3521,5.5343,0.0841,3.992,4.346,4.7,5.094,5.534,6.028,6.582,7.208,7.834
58.5,-0.3521,5.5632,0.08406,4.013,4.369,4.725,5.121,5.563,6.059,6.616,7.245,7.873
58.6,-0.3521,5.5922,0.08401,4.035,4.393,4.75,5.148,5.592,6.09,6.65,7.281,7.913
58.7,-0.3521,5.621,0.08397,4.056,4.416,4.775,5.175,5.621,6.121,6.683,7.318,7.952
58.8,-0.3521,5.6499,0.08392,4.078,4.439,4.8,5.201,5.65,6.152,6.717,7.354,7.991
58.9,-0.3521,5.6787,0.08388,4.1,4.462,4.825,5.228,5.679,6.183,6.751,7.391,8.031
59,-0.3521,5.7074,0.08383,4.121,4.485,4.849,5.255,5.707,6.214,6.784,7.427,8.069
59.1,-0.3521,5.7361,0.08379,4.142,4.508,4.874,5.281,5.736,6.245,6.818,7.463,8.109
59.2,-0.3521,5.7647,0.08375,4.164,4.531,4.899,5.308,5.765,6.276,6.851,7.499,8.148
59.3,-0.3521,5.7933,0.0837,4.185,4.554,4.924,5.335,5.793,6.307,6.884,7.535,8.186
59.4,-0.3521,5.8217,0.08366,4.206,4.577,4.948,5.361,5.822,6.338,6.917,7.571,8.225
59.5,-0.3521,5.8501,0.08362,4.227,4.6,4.973,5.387,5.85,6.368,6.951,7.607,8.264
59.6,-0.3521,5.8784,0.08358,4.249,4.623,4.997,5.414,5.878,6.399,6.984,7.643,8.302
59.7,-0.3521,5.9067,0.08354,4.27,4.646,5.022,5.44,5.907,6.429,7.017,7.679,8.341
59.8,-0.3521,5.9348,0.0835,4.291,4.668,5.046,5.466,5.935,6.46,7.049,7.714,8.379
59.9,-0.3521,5.9628,0.08346,4.311,4.691,5.07,5.492,5.963,6.49,7.082,7.75,8.417
60,-0.3521,5.9907,0.08342,4.332,4.713,5.094,5.518,5.991,6.52,7.115,7.785,8.455
60.1,-0.3521,6.0185,0.08339,4.353,4.735,5.118,5.544,6.018,6.55,7.147,7.82,8.493
60.2,-0.3521,6.0461,0.08335,4.374,4.758,5.142,5.569,6.046,6.58,7.179,7.855,8.531
60.3,-0.3521,6.0737,0.08331,4.394,4.78,5.166,5.595,6.074,6.61,7.211,7.89,8.568
60.4,-0.3521,6.1011,0.08328,4.414,4.802,5.189,5.62,6.101,6.639,7.244,7.925,8.606
60.5,-0.3521,6.1284,0.08324,4.435,4.824,5.213,5.646,6.128,6.669,7.275,7.959,8.643
60.6,-0.3521,6.1556,0.08321,4.455,4.846,5.236,5.671,6.156,6.698,7.307,7.994,8.68
60.7,-0.3521,6.1827,0.08317,4.475,4.868,5.26,5.696,6.183,6.727,7.339,8.028,8.717
60.8,-0.3521,6.2096,0.08314,4.495,4.889,5.283,5.721,6.21,6.756,7.37,8.062,8.754
60.9,-0.3521,6.2365,0.08311,4.515,4.911,5.306,5.746,6.236,6.785,7.402,8.096,8.791
61,-0.3521,6.2632,0.08308,4.535,4.932,5.329,5.771,6.263,6.814,7.433,8.13,8.827
61.1,-0.3521,6.2899,0.08304,4.555,4.954,5.352,5.796,6.29,6.843,7.464,8.164,8.863
61.2,-0.3521,6.3164,0.08301,4.575,4.975,5.375,5.82,6.316,6.872,7.495,8.197,8.899
61.3,-0.3521,6.3428,0.08298,4.595,4.996,5.398,5.845,6.343,6.9,7.526,8.231,8.935
61.4,-0.3521,6.3692,0.08295,4.614,5.017,5.421,5.869,6.369,6.929,7.557,8.264,8.971
61.5,-0.3521,6.3954,0.08292,4.634,5.039,5.443,5.893,6.395,6.957,7.587,8.297,9.007
61.6,-0.3521,6.4215,0.0829,4.653,5.059,5.466,5.918,6.422,6.985,7.618,8.33,9.043
61.7,-0.3521,6.4475,0.08287,4.672,5.08,5.488,5.942,6.448,7.013,7.648,8.363,9.079
61.8,-0.3521,6.4735,0.08284,4.692,5.101,5.511,5.966,6.474,7.041,7.679,8.396,9.114
61.9,-0.3521,6.4993,0.08281,4.711,5.122,5.533,5.99,6.499,7.069,7.709,8.429,9.149
62,-0.3521,6.5251,0.08279,4.73,5.143,5.555,6.014,6.525,7.097,7.739,8.462,9.185
62.1,-0.3521,6.5508,0.08276,4.749,5.163,5.577,6.038,6.551,7.125,7.769,8.494,9.22
62.2,-0.3521,6.5764,0.08273,4.768,5.184,5.599,6.061,6.576,7.152,7.799,8.527,9.255
62.3,-0.3521,6.6019,0.08271,4.787,5.204,5.621,6.085,6.602,7.18,7.829,8.559,9.29
62.4,-0.3521,6.6273,0.08268,4.806,5.225,5.643,6.109,6.627,7.207,7.858,8.591,9.324
62.5,-0.3521,6.6527,0.08266,4.825,5.245,5.665,6.132,6.653,7.235,7.888,8.624,9.359
62.6,-0.3521,6.678,0.08264,4.844,5.265,5.687,6.156,6.678,7.262,7.918,8.656,9.394
62.7,-0.3521,6.7033,0.08261,4.862,5.286,5.709,6.179,6.703,7.29,7.947,8.688,9.428
62.8,-0.3521,6.7284,0.08259,4.881,5.306,5.73,6.202,6.728,7.317,7.977,8.72,9.463
62.9,-0.3521,6.7535,0.08257,4.9,5.326,5.752,6.226,6.754,7.344,8.006,8.752,9.497
63,-0.3521,6.7786,0.08255,4.918,5.346,5.774,6.249,6.779,7.371,8.035,8.784,9.532
63.1,-0.3521,6.8035,0.08253,4.937,5.366,5.795,6.272,6.804,7.398,8.065,8.815,9.566
63.2,-0.3521,6.8285,0.08251,4.955,5.386,5.817,6.295,6.828,7.425,8.094,8.847,9.6
63.3,-0.3521,6.8533,0.08249,4.974,5.406,5.838,6.318,6.853,7.452,8.123,8.879,9.634
63.4,-0.3521,6.8781,0.08247,4.992,5.426,5.859,6.341,6.878,7.479,8.152,8.91,9.668
63.5,-0.3521,6.9028,0.08245,5.01,5.445,5.88,6.364,6.903,7.505,8.181,8.942,9.702
63.6,-0.3521,6.9275,0.08243,5.029,5.465,5.902,6.387,6.928,7.532,8.21,8.973,9.736
63.7,-0.3521,6.9521,0.08241,5.047,5.485,5.923,6.41,6.952,7.559,8.239,9.004,9.77
63.8,-0.3521,6.9766,0.0824,5.065,5.504,5.944,6.432,6.977,7.585,8.268,9.036,9.804
63.9,-0.3521,7.0011,0.08238,5.083,5.524,5.965,6.455,7.001,7.612,8.296,9.067,9.838
64,-0.3521,7.0255,0.08236,5.101,5.544,5.986,6.478,7.026,7.638,8.325,9.098,9.871
64.1,-0.3521,7.0499,0.08235,5.119,5.563,6.007,6.5,7.05,7.664,8.354,9.129,9.905
64.2,-0.3521,7.0742,0.08233,5.137,5.582,6.028,6.523,7.074,7.691,8.382,9.16,9.938
64.3,-0.3521,7.0984,0.08232,5.155,5.602,6.049,6.545,7.098,7.717,8.41,9.191,9.972
64.4,-0.3521,7.1226,0.0823,5.173,5.621,6.069,6.568,7.123,7.743,8.439,9.222,10.005
64.5,-0.3521,7.1467,0.08229,5.19,5.64,6.09,6.59,7.147,7.769,8.467,9.253,10.038
64.6,-0.3521,7.1708,0.08228,5.208,5.659,6.111,6.612,7.171,7.795,8.496,9.284,10.072
64.7,-0.3521,7.1948,0.08227,5.226,5.679,6.131,6.634,7.195,7.821,8.524,9.314,10.105
64.8,-0.3521,7.2188,0.08225,5.244,5.698,6.152,6.657,7.219,7.847,8.552,9.345,10.138
64.9,-0.3521,7.2427,0.08224,5.261,5.717,6.172,6.679,7.243,7.873,8.58,9.375,10.171
65,-0.3521,7.2666,0.08223,5.279,5.736,6.193,6.701,7.267,7.899,8.608,9.406,10.204
65.1,-0.3521,7.2905,0.08222,5.296,5.755,6.213,6.723,7.29,7.925,8.636,9.437,10.237
65.2,-0.3521,7.3143,0.08221,5.314,5.774,6.234,6.745,7.314,7.951,8.664,9.467,10.27
65.3,-0.3521,7.338,0.0822,5.331,5.793,6.254,6.767,7.338,7.976,8.692,9.498,10.303
65.4,-0.3521,7.3617,0.08219,5.349,5.812,6.274,6.789,7.362,8.002,8.72,9.528,10.336
65.5,-0.3521,7.3854,0.08218,5.366,5.83,6.295,6.811,7.385,8.028,8.748,9.558,10.369
65.6,-0.3521,7.4091,0.08218,5.383,5.849,6.315,6.833,7.409,8.053,8.776,9.589,10.402
65.7,-0.3521,7.4327,0.08217,5.401,5.868,6.335,6.854,7.433,8.079,8.804,9.619,10.435
65.8,-0.3521,7.4563,0.08216,5.418,5.887,6.355,6.876,7.456,8.105,8.831,9.649,10.467
65.9,-0.3521,7.4799,0.08216,5.435,5.905,6.376,6.898,7.48,8.13,8.859,9.68,10.5
66,-0.3521,7.5034,0.08215,5.452,5.924,6.396,6.92,7.503,8.156,8.887,9.71,10.533
66.1,-0.3521,7.5269,0.08214,5.47,5.943,6.416,6.941,7.527,8.181,8.915,9.74,10.566
66.2,-0.3521,7.5504,0.08214,5.487,5.961,6.436,6.963,7.55,8.207,8.943,9.771,10.599
66.3,-0.3521,7.5738,0.08214,5.504,5.98,6.456,6.985,7.574,8.232,8.97,9.801,10.631
66.4,-0.3521,7.5973,0.08213,5.521,5.999,6.476,7.006,7.597,8.258,8.998,9.831,10.664
66.5,-0.3521,7.6206,0.08213,5.538,6.017,6.496,7.028,7.621,8.283,9.026,9.861,10.697
66.6,-0.3521,7.644,0.08213,5.555,6.035,6.516,7.049,7.644,8.308,9.053,9.891,10.729
66.7,-0.3521,7.6673,0.08212,5.572,6.054,6.536,7.071,7.667,8.334,9.081,9.921,10.762
66.8,-0.3521,7.6906,0.08212,5.589,6.072,6.556,7.093,7.691,8.359,9.108,9.951,10.794
66.9,-0.3521,7.7138,0.08212,5.606,6.091,6.575,7.114,7.714,8.384,9.136,9.981,10.827
67,-0.3521,7.737,0.08212,5.623,6.109,6.595,7.135,7.737,8.409,9.163,10.011,10.86
67.1,-0.3521,7.7602,0.08212,5.64,6.127,6.615,7.157,7.76,8.435,9.191,10.041,10.892
67.2,-0.3521,7.7834,0.08212,5.656,6.146,6.635,7.178,7.783,8.46,9.218,10.071,10.925
67.3,-0.3521,7.8065,0.08212,5.673,6.164,6.654,7.199,7.806,8.485,9.246,10.101,10.957
67.4,-0.3521,7.8296,0.08212,5.69,6.182,6.674,7.221,7.83,8.51,9.273,10.131,10.989
67.5,-0.3521,7.8526,0.08212,5.707,6.2,6.694,7.242,7.853,8.535,9.3,10.161,11.022
67.6,-0.3521,7.8757,0.08212,5.724,6.218,6.713,7.263,7.876,8.56,9.327,10.191,11.054
67.7,-0.3521,7.8986,0.08213,5.74,6.236,6.733,7.284,7.899,8.585,9.355,10.221,11.087
67.8,-0.3521,7.9216,0.08213,5.757,6.255,6.752,7.306,7.922,8.61,9.382,10.251,11.119
67.9,-0.3521,7.9445,0.08213,5.773,6.273,6.772,7.327,7.944,8.635,9.409,10.28,11.151
68,-0.3521,7.9674,0.08214,5.79,6.291,6.791,7.348,7.967,8.66,9.436,10.31,11.184
68.1,-0.3521,7.9903,0.08214,5.806,6.309,6.811,7.369,7.99,8.685,9.464,10.34,11.216
68.2,-0.3521,8.0132,0.08214,5.823,6.327,6.83,7.39,8.013,8.71,9.491,10.369,11.248
68.3,-0.3521,8.036,0.08215,5.839,6.345,6.85,7.411,8.036,8.735,9.518,10.399,11.281
68.4,-0.3521,8.0588,0.08215,5.856,6.363,6.869,7.432,8.059,8.759,9.545,10.429,11.313
68.5,-0.3521,8.0816,0.08216,5.872,6.38,6.888,7.453,8.082,8.784,9.572,10.459,11.345
68.6,-0.3521,8.1044,0.08217,5.889,6.398,6.908,7.474,8.104,8.809,9.599,10.488,11.378
68.7,-0.3521,8.1272,0.08217,5.905,6.416,6.927,7.495,8.127,8.834,9.626,10.518,11.41
68.8,-0.3521,8.15,0.08218,5.922,6.434,6.946,7.516,8.15,8.859,9.654,10.548,11.442
68.9,-0.3521,8.1727,0.08219,5.938,6.452,6.966,7.537,8.173,8.884,9.681,10.578,11.474
69,-0.3521,8.1955,0.08219,5.954,6.47,6.985,7.558,8.196,8.908,9.708,10.607,11.507
69.1,-0.3521,8.2183,0.0822,5.971,6.488,7.004,7.579,8.218,8.933,9.735,10.637,11.539
69.2,-0.3521,8.241,0.08221,5.987,6.505,7.024,7.599,8.241,8.958,9.762,10.667,11.571
69.3,-0.3521,8.2638,0.08222,6.003,6.523,7.043,7.62,8.264,8.983,9.789,10.697,11.604
69.4,-0.3521,8.2865,0.08223,6.02,6.541,7.062,7.641,8.286,9.008,9.816,10.726,11.636
69.5,-0.3521,8.3092,0.08224,6.036,6.559,7.081,7.662,8.309,9.032,9.843,10.756,11.669
69.6,-0.3521,8.332,0.08225,6.052,6.576,7.101,7.683,8.332,9.057,9.871,10.786,11.701
69.7,-0.3521,8.3547,0.08226,6.068,6.594,7.12,7.704,8.355,9.082,9.898,10.816,11.734
69.8,-0.3521,8.3774,0.08227,6.085,6.612,7.139,7.725,8.377,9.107,9.925,10.845,11.766
69.9,-0.3521,8.4001,0.08228,6.101,6.63,7.158,7.746,8.4,9.132,9.952,10.875,11.798
70,-0.3521,8.4227,0.08229,6.117,6.647,7.177,7.766,8.423,9.156,9.979,10.905,11.831
70.1,-0.3521,8.4454,0.0823,6.133,6.665,7.197,7.787,8.445,9.181,10.006,10.934,11.863
70.2,-0.3521,8.468,0.08231,6.15,6.683,7.216,7.808,8.468,9.206,10.033,10.964,11.895
70.3,-0.3521,8.4906,0.08232,6.166,6.7,7.235,7.829,8.491,9.23,10.06,10.994,11.927
70.4,-0.3521,8.5132,0.08233,6.182,6.718,7.254,7.85,8.513,9.255,10.087,11.023,11.96
70.5,-0.3521,8.5358,0.08235,6.198,6.735,7.273,7.87,8.536,9.28,10.114,11.053,11.992
70.6,-0.3521,8.5583,0.08236,6.214,6.753,7.292,7.891,8.558,9.304,10.141,11.083,12.025
70.7,-0.3521,8.5808,0.08237,6.23,6.771,7.311,7.912,8.581,9.329,10.168,11.112,12.057
70.8,-0.3521,8.6032,0.08238,6.246,6.788,7.33,7.932,8.603,9.353,10.195,11.142,12.089
70.9,-0.3521,8.6257,0.0824,6.262,6.805,7.349,7.953,8.626,9.378,10.222,11.172,12.121
71,-0.3521,8.648,0.08241,6.278,6.823,7.368,7.973,8.648,9.402,10.248,11.201,12.153
71.1,-0.3521,8.6704,0.08242,6.294,6.84,7.387,7.994,8.67,9.427,10.275,11.23,12.185
71.2,-0.3521,8.6927,0.08243,6.31,6.858,7.406,8.014,8.693,9.451,10.302,11.259,12.217
71.3,-0.3521,8.715,0.08245,6.326,6.875,7.424,8.035,8.715,9.476,10.329,11.289,12.249
71.4,-0.3521,8.7372,0.08246,6.341,6.892,7.443,8.055,8.737,9.5,10.355,11.318,12.281
71.5,-0.3521,8.7594,0.08248,6.357,6.909,7.462,8.075,8.759,9.524,10.382,11.348,12.313
71.6,-0.3521,8.7815,0.08249,6.373,6.927,7.48,8.096,8.782,9.548,10.408,11.377,12.345
71.7,-0.3521,8.8036,0.0825,6.389,6.944,7.499,8.116,8.804,9.572,10.435,11.406,12.377
71.8,-0.3521,8.8257,0.08252,6.404,6.961,7.518,8.136,8.826,9.597,10.461,11.435,12.409
71.9,-0.3521,8.8477,0.08253,6.42,6.978,7.536,8.156,8.848,9.621,10.488,11.464,12.44
72,-0.3521,8.8697,0.08254,6.436,6.995,7.555,8.177,8.87,9.645,10.514,11.493,12.472
72.1,-0.3521,8.8916,0.08256,6.451,7.012,7.573,8.197,8.892,9.669,10.54,11.522,12.504
72.2,-0.3521,8.9135,0.08257,6.467,7.029,7.592,8.217,8.914,9.693,10.567,11.551,12.535
72.3,-0.3521,8.9353,0.08259,6.482,7.046,7.61,8.237,8.935,9.716,10.593,11.58,12.567
72.4,-0.3521,8.9571,0.0826,6.498,7.063,7.628,8.257,8.957,9.74,10.619,11.608,12.598
72.5,-0.3521,8.9788,0.08262,6.513,7.08,7.647,8.277,8.979,9.764,10.645,11.637,12.629
72.6,-0.3521,9.0005,0.08263,6.528,7.097,7.665,8.296,9,9.788,10.671,11.666,12.66
72.7,-0.3521,9.0221,0.08264,6.544,7.113,7.683,8.316,9.022,9.811,10.697,11.694,12.691
72.8,-0.3521,9.0436,0.08266,6.559,7.13,7.701,8.336,9.044,9.835,10.723,11.723,12.723
72.9,-0.3521,9.0651,0.08267,6.574,7.147,7.719,8.356,9.065,9.858,10.749,11.751,12.754
73,-0.3521,9.0865,0.08269,6.589,7.163,7.737,8.375,9.086,9.882,10.774,11.78,12.785
73.1,-0.3521,9.1079,0.0827,6.604,7.18,7.755,8.395,9.108,9.905,10.8,11.808,12.815
73.2,-0.3521,9.1292,0.08272,6.619,7.196,7.773,8.414,9.129,9.929,10.826,11.836,12.846
73.3,-0.3521,9.1504,0.08273,6.635,7.213,7.791,8.434,9.15,9.952,10.851,11.864,12.877
73.4,-0.3521,9.1716,0.08274,6.65,7.229,7.809,8.453,9.172,9.975,10.877,11.892,12.907
73.5,-0.3521,9.1927,0.08276,6.664,7.246,7.827,8.473,9.193,9.998,10.902,11.92,12.938
73.6,-0.3521,9.2137,0.08277,6.679,7.262,7.844,8.492,9.214,10.021,10.927,11.948,12.968
73.7,-0.3521,9.2347,0.08278,6.694,7.278,7.862,8.511,9.235,10.044,10.952,11.975,12.998
73.8,-0.3521,9.2557,0.0828,6.709,7.294,7.88,8.53,9.256,10.067,10.978,12.003,13.029
73.9,-0.3521,9.2766,0.08281,6.724,7.311,7.897,8.549,9.277,10.09,11.003,12.031,13.059
74,-0.3521,9.2974,0.08283,6.739,7.327,7.915,8.568,9.297,10.113,11.028,12.059,13.089
74.1,-0.3521,9.3182,0.08284,6.753,7.343,7.932,8.588,9.318,10.135,11.053,12.086,13.119
74.2,-0.3521,9.339,0.08285,6.768,7.359,7.95,8.607,9.339,10.158,11.078,12.113,13.149
74.3,-0.3521,9.3597,0.08287,6.783,7.375,7.967,8.626,9.36,10.181,11.103,12.141,13.179
74.4,-0.3521,9.3803,0.08288,6.797,7.391,7.985,8.644,9.38,10.203,11.127,12.168,13.209
74.5,-0.3521,9.401,0.08289,6.812,7.407,8.002,8.663,9.401,10.226,11.152,12.195,13.239
74.6,-0.3521,9.4215,0.0829,6.827,7.423,8.019,8.682,9.422,10.248,11.177,12.222,13.268
74.7,-0.3521,9.442,0.08292,6.841,7.439,8.036,8.701,9.442,10.271,11.201,12.25,13.298
74.8,-0.3521,9.4625,0.08293,6.856,7.455,8.054,8.72,9.462,10.293,11.226,12.277,13.327
74.9,-0.3521,9.4829,0.08294,6.87,7.471,8.071,8.738,9.483,10.316,11.25,12.304,13.357
75,-0.3521,9.5032,0.08295,6.885,7.486,8.088,8.757,9.503,10.338,11.275,12.33,13.386
75.1,-0.3521,9.5235,0.08297,6.899,7.502,8.105,8.776,9.524,10.36,11.299,12.357,13.416
75.2,-0.3521,9.5438,0.08298,6.913,7.518,8.122,8.794,9.544,10.382,11.324,12.384,13.445
75.3,-0.3521,9.5639,0.08299,6.928,7.533,8.139,8.813,9.564,10.404,11.348,12.411,13.474
75.4,-0.3521,9.5841,0.083,6.942,7.549,8.156,8.831,9.584,10.426,11.372,12.437,13.503
75.5,-0.3521,9.6041,0.08301,6.956,7.565,8.173,8.85,9.604,10.448,11.396,12.464,13.531
75.6,-0.3521,9.6241,0.08302,6.97,7.58,8.19,8.868,9.624,10.47,11.42,12.49,13.56
75.7,-0.3521,9.644,0.08303,6.985,7.596,8.207,8.886,9.644,10.492,11.444,12.516,13.589
75.8,-0.3521,9.6639,0.08305,6.998,7.611,8.223,8.904,9.664,10.514,11.468,12.543,13.618
75.9,-0.3521,9.6836,0.08306,7.012,7.626,8.24,8.922,9.684,10.535,11.492,12.569,13.646
76,-0.3521,9.7033,0.08307,7.026,7.641,8.257,8.94,9.703,10.557,11.515,12.595,13.675
76.1,-0.3521,9.723,0.08307,7.041,7.657,8.273,8.959,9.723,10.578,11.539,12.621,13.702
76.2,-0.3521,9.7425,0.08308,7.055,7.672,8.29,8.976,9.742,10.6,11.562,12.646,13.731
76.3,-0.3521,9.762,0.08309,7.068,7.687,8.306,8.994,9.762,10.621,11.585,12.672,13.759
76.4,-0.3521,9.7814,0.0831,7.082,7.702,8.323,9.012,9.781,10.642,11.609,12.698,13.787
76.5,-0.3521,9.8007,0.08311,7.096,7.717,8.339,9.03,9.801,10.663,11.632,12.723,13.814
76.6,-0.3521,9.82,0.08312,7.11,7.732,8.355,9.048,9.82,10.684,11.655,12.749,13.842
76.7,-0.3521,9.8392,0.08312,7.123,7.747,8.371,9.065,9.839,10.705,11.678,12.773,13.869
76.8,-0.3521,9.8583,0.08313,7.137,7.762,8.387,9.083,9.858,10.726,11.701,12.799,13.897
76.9,-0.3521,9.8773,0.08314,7.151,7.777,8.403,9.1,9.877,10.747,11.723,12.824,13.924
77,-0.3521,9.8963,0.08314,7.164,7.792,8.42,9.118,9.896,10.768,11.746,12.848,13.951
77.1,-0.3521,9.9152,0.08315,7.178,7.807,8.436,9.135,9.915,10.788,11.769,12.873,13.978
77.2,-0.3521,9.9341,0.08315,7.191,7.821,8.452,9.152,9.934,10.809,11.791,12.898,14.005
77.3,-0.3521,9.9528,0.08316,7.205,7.836,8.467,9.17,9.953,10.829,11.813,12.923,14.032
77.4,-0.3521,9.9716,0.08316,7.218,7.851,8.483,9.187,9.972,10.85,11.836,12.947,14.058
77.5,-0.3521,9.9902,0.08317,7.231,7.865,8.499,9.204,9.99,10.87,11.858,12.972,14.085
77.6,-0.3521,10.0088,0.08317,7.245,7.88,8.515,9.221,10.009,10.89,11.88,12.996,14.111
77.7,-0.3521,10.0274,0.08317,7.258,7.895,8.531,9.238,10.027,10.911,11.902,13.02,14.137
77.8,-0.3521,10.0459,0.08318,7.271,7.909,8.546,9.255,10.046,10.931,11.925,13.044,14.164
77.9,-0.3521,10.0643,0.08318,7.285,7.923,8.562,9.272,10.064,10.951,11.946,13.068,14.19
78,-0.3521,10.0827,0.08318,7.298,7.938,8.578,9.289,10.083,10.971,11.968,13.092,14.216
78.1,-0.3521,10.1011,0.08318,7.311,7.952,8.593,9.306,10.101,10.991,11.99,13.116,14.242
