Length,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
101.9,-0.3833,15.5747,0.09122,10.955,12.006,13.057,14.239,15.575,17.09,18.817,20.796,22.774
102,-0.3833,15.6046,0.09125,10.975,12.028,13.081,14.266,15.605,17.123,18.855,20.838,22.821
102.1,-0.3833,15.6345,0.09128,10.995,12.05,13.105,14.293,15.634,17.157,18.892,20.88,22.868
102.2,-0.3833,15.6646,0.09131,11.015,12.072,13.13,14.32,15.665,17.19,18.93,20.922,22.915
102.3,-0.3833,15.6947,0.09133,11.035,12.095,13.155,14.347,15.695,17.224,18.967,20.964,22.961
102.4,-0.3833,15.725,0.09136,11.055,12.117,13.179,14.374,15.725,17.258,19.005,21.006,23.008
102.5,-0.3833,15.7553,0.09139,11.075,12.14,13.204,14.402,15.755,17.291,19.043,21.049,23.055
102.6,-0.3833,15.7858,0.09142,11.096,12.162,13.229,14.429,15.786,17.325,19.081,21.092,23.103
102.7,-0.3833,15.8164,0.09146,11.115,12.184,13.253,14.457,15.816,17.36,19.119,21.136,23.152
102.8,-0.3833,15.847,0.09149,11.136,12.207,13.278,14.484,15.847,17.394,19.157,21.179,23.2
102.9,-0.3833,15.8778,0.09152,11.156,12.23,13.303,14.512,15.878,17.428,19.196,21.222,23.248
103,-0.3833,15.9087,0.09155,11.177,12.253,13.329,14.54,15.909,17.463,19.235,21.265,23.296
103.1,-0.3833,15.9396,0.09158,11.197,12.275,13.354,14.568,15.94,17.497,19.273,21.309,23.344
103.2,-0.3833,15.9707,0.09161,11.218,12.298,13.379,14.596,15.971,17.532,19.312,21.352,23.393
103.3,-0.3833,16.0019,0.09164,11.238,12.321,13.404,14.624,16.002,17.567,19.351,21.396,23.442
103.4,-0.3833,16.0332,0.09167,11.259,12.344,13.43,14.652,16.033,17.601,19.39,21.44,23.491
103.5,-0.3833,16.0645,0.0917,11.28,12.367,13.455,14.68,16.064,17.636,19.429,21.484,23.539
103.6,-0.3833,16.096,0.09173,11.301,12.391,13.481,14.708,16.096,17.671,19.469,21.529,23.589
103.7,-0.3833,16.1276,0.09177,11.321,12.414,13.506,14.737,16.128,17.707,19.508,21.574,23.639
103.8,-0.3833,16.1593,0.0918,11.342,12.437,13.532,14.765,16.159,17.742,19.548,21.618,23.689
103.9,-0.3833,16.191,0.09183,11.363,12.46,13.558,14.794,16.191,17.778,19.588,21.663,23.738
104,-0.3833,16.2229,0.09186,11.384,12.484,13.584,14.822,16.223,17.813,19.628,21.708,23.788
104.1,-0.3833,16.2549,0.0919,11.405,12.507,13.61,14.851,16.255,17.849,19.668,21.754,23.839
104.2,-0.3833,16.287,0.09193,11.426,12.531,13.636,14.88,16.287,17.885,19.708,21.799,23.889
104.3,-0.3833,16.3191,0.09196,11.447,12.555,13.662,14.909,16.319,17.921,19.748,21.844,23.94
104.4,-0.3833,16.3514,0.09199,11.469,12.578,13.688,14.938,16.351,17.957,19.789,21.889,23.99
104.5,-0.3833,16.3837,0.09203,11.49,12.602,13.714,14.967,16.384,17.993,19.829,21.935,24.042
104.6,-0.3833,16.4162,0.09206,11.511,12.626,13.741,14.996,16.416,18.029,19.87,21.981,24.092
104.7,-0.3833,16.4488,0.09209,11.533,12.65,13.767,15.026,16.449,18.066,19.911,22.027,24.143
104.8,-0.3833,16.4814,0.09213,11.554,12.674,13.793,15.055,16.481,18.102,19.952,22.074,24.196
104.9,-0.3833,16.5142,0.09216,11.576,12.698,13.82,15.084,16.514,18.139,19.993,22.12,24.247
105,-0.3833,16.547,0.09219,11.597,12.722,13.847,15.114,16.547,18.175,20.034,22.166,24.298
105.1,-0.3833,16.58,0.09223,11.619,12.746,13.873,15.143,16.58,18.212,20.076,22.213,24.351
105.2,-0.3833,16.6131,0.09226,11.641,12.77,13.9,15.173,16.613,18.249,20.117,22.26,24.403
105.3,-0.3833,16.6462,0.09229,11.663,12.795,13.927,15.203,16.646,18.286,20.158,22.306,24.454
105.4,-0.3833,16.6795,0.09233,11.684,12.819,13.954,15.233,16.68,18.323,20.2,22.354,24.508
105.5,-0.3833,16.7129,0.09236,11.706,12.844,13.981,15.263,16.713,18.361,20.242,22.401,24.56
105.6,-0.3833,16.7464,0.0924,11.728,12.868,14.008,15.293,16.746,18.398,20.284,22.449,24.613
105.7,-0.3833,16.78,0.09243,11.75,12.893,14.035,15.323,16.78,18.436,20.326,22.496,24.666
105.8,-0.3833,16.8137,0.09247,11.772,12.917,14.063,15.353,16.814,18.474,20.369,22.544,24.72
105.9,-0.3833,16.8475,0.0925,11.794,12.942,14.09,15.384,16.848,18.511,20.411,22.592,24.773
106,-0.3833,16.8814,0.09254,11.816,12.967,14.117,15.414,16.881,18.549,20.454,22.641,24.827
106.1,-0.3833,16.9154,0.09257,11.839,12.992,14.145,15.445,16.915,18.587,20.497,22.688,24.88
106.2,-0.3833,16.9496,0.09261,11.861,13.017,14.173,15.475,16.95,18.626,20.54,22.737,24.935
106.3,-0.3833,16.9838,0.09264,11.884,13.042,14.2,15.506,16.984,18.664,20.583,22.786,24.988
106.4,-0.3833,17.0182,0.09268,11.906,13.067,14.228,15.537,17.018,18.702,20.626,22.835,25.043
106.5,-0.3833,17.0527,0.09271,11.929,13.092,14.256,15.568,17.053,18.741,20.669,22.883,25.097
106.6,-0.3833,17.0873,0.09275,11.951,13.117,14.284,15.599,17.087,18.78,20.713,22.933,25.153
106.7,-0.3833,17.122,0.09278,11.974,13.143,14.312,15.63,17.122,18.818,20.756,22.982,25.207
106.8,-0.3833,17.1569,0.09282,11.997,13.168,14.34,15.661,17.157,18.858,20.8,23.032,25.263
106.9,-0.3833,17.1918,0.09286,12.019,13.194,14.368,15.693,17.192,18.897,20.845,23.082,25.319
107,-0.3833,17.2269,0.09289,12.042,13.22,14.397,15.724,17.227,18.936,20.888,23.131,25.374
107.1,-0.3833,17.262,0.09293,12.065,13.245,14.425,15.756,17.262,18.975,20.933,23.181,25.43
107.2,-0.3833,17.2973,0.09296,12.089,13.271,14.454,15.787,17.297,19.015,20.977,23.231,25.485
107.3,-0.3833,17.3327,0.093,12.111,13.297,14.482,15.819,17.333,19.054,21.022,23.282,25.542
107.4,-0.3833,17.3683,0.09304,12.135,13.323,14.511,15.851,17.368,19.094,21.067,23.333,25.599
107.5,-0.3833,17.4039,0.09307,12.158,13.349,14.54,15.883,17.404,19.134,21.111,23.383,25.654
107.6,-0.3833,17.4397,0.09311,12.181,13.375,14.569,15.915,17.44,19.174,21.157,23.434,25.712
107.7,-0.3833,17.4755,0.09315,12.204,13.401,14.598,15.947,17.476,19.214,21.202,23.485,25.769
107.8,-0.3833,17.5115,0.09318,12.228,13.427,14.627,15.979,17.512,19.254,21.247,23.536,25.825
107.9,-0.3833,17.5476,0.09322,12.252,13.454,14.656,16.012,17.548,19.295,21.292,23.588,25.883
108,-0.3833,17.5839,0.09326,12.275,13.48,14.685,16.044,17.584,19.336,21.338,23.64,25.941
108.1,-0.3833,17.6202,0.09329,12.299,13.507,14.715,16.077,17.62,19.376,21.384,23.691,25.998
108.2,-0.3833,17.6567,0.09333,12.323,13.533,14.744,16.11,17.657,19.417,21.43,23.743,26.057
108.3,-0.3833,17.6932,0.09337,12.346,13.56,14.773,16.142,17.693,19.458,21.476,23.796,26.115
108.4,-0.3833,17.7299,0.09341,12.37,13.586,14.803,16.175,17.73,19.499,21.523,23.848,26.174
108.5,-0.3833,17.7668,0.09344,12.394,13.614,14.833,16.208,17.767,19.54,21.569,23.9,26.232
108.6,-0.3833,17.8037,0.09348,12.418,13.64,14.863,16.241,17.804,19.582,21.615,23.953,26.291
108.7,-0.3833,17.8407,0.09352,12.442,13.667,14.892,16.275,17.841,19.623,21.662,24.006,26.35
108.8,-0.3833,17.8779,0.09356,12.466,13.694,14.922,16.308,17.878,19.665,21.709,24.059,26.409
108.9,-0.3833,17.9152,0.09359,12.491,13.722,14.953,16.341,17.915,19.707,21.756,24.112,26.468
109,-0.3833,17.9526,0.09363,12.515,13.749,14.983,16.375,17.953,19.749,21.803,24.166,26.528
109.1,-0.3833,17.9901,0.09367,12.54,13.776,15.013,16.408,17.99,19.791,21.851,24.219,26.588
109.2,-0.3833,18.0277,0.09371,12.564,13.803,15.043,16.442,18.028,19.833,21.898,24.273,26.648
109.3,-0.3833,18.0654,0.09375,12.588,13.831,15.073,16.476,18.065,19.875,21.946,24.327,26.709
109.4,-0.3833,18.1033,0.09378,12.613,13.859,15.104,16.51,18.103,19.918,21.993,24.381,26.768
109.5,-0.3833,18.1412,0.09382,12.638,13.886,15.135,16.544,18.141,19.96,22.041,24.435,26.829
109.6,-0.3833,18.1792,0.09386,12.662,13.914,15.165,16.578,18.179,20.003,22.089,24.489,26.89
109.7,-0.3833,18.2174,0.0939,12.687,13.942,15.196,16.612,18.217,20.046,22.138,24.544,26.951
109.8,-0.3833,18.2556,0.09394,12.712,13.969,15.227,16.646,18.256,20.088,22.186,24.599,27.012
109.9,-0.3833,18.294,0.09397,12.737,13.998,15.258,16.681,18.294,20.131,22.234,24.653,27.072
110,-0.3833,18.3324,0.09401,12.762,14.025,15.289,16.715,18.332,20.174,22.283,24.708,27.134
