Length,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
45,-0.3833,2.4607,0.09029,1.737,1.902,2.066,2.252,2.461,2.698,2.967,3.275,3.584
45.1,-0.3833,2.4777,0.0903,1.749,1.915,2.081,2.267,2.478,2.716,2.988,3.298,3.609
45.2,-0.3833,2.4947,0.0903,1.761,1.928,2.095,2.283,2.495,2.735,3.008,3.321,3.633
45.3,-0.3833,2.5117,0.09031,1.773,1.941,2.109,2.298,2.512,2.753,3.029,3.343,3.658
45.4,-0.3833,2.5287,0.09032,1.785,1.954,2.123,2.314,2.529,2.772,3.049,3.366,3.683
45.5,-0.3833,2.5457,0.09033,1.797,1.967,2.138,2.329,2.546,2.791,3.07,3.389,3.708
45.6,-0.3833,2.5627,0.09033,1.809,1.98,2.152,2.345,2.563,2.809,3.09,3.412,3.733
45.7,-0.3833,2.5797,0.09034,1.821,1.993,2.166,2.36,2.58,2.828,3.111,3.434,3.758
45.8,-0.3833,2.5967,0.09035,1.832,2.006,2.18,2.376,2.597,2.847,3.131,3.457,3.783
45.9,-0.3833,2.6137,0.09036,1.844,2.02,2.195,2.392,2.614,2.865,3.152,3.48,3.808
46,-0.3833,2.6306,0.09037,1.856,2.033,2.209,2.407,2.631,2.884,3.172,3.502,3.832
46.1,-0.3833,2.6476,0.09037,1.868,2.046,2.223,2.423,2.648,2.903,3.193,3.525,3.857
46.2,-0.3833,2.6646,0.09038,1.88,2.059,2.237,2.438,2.665,2.921,3.214,3.548,3.882
46.3,-0.3833,2.6816,0.09039,1.892,2.072,2.252,2.454,2.682,2.94,3.234,3.571,3.907
46.4,-0.3833,2.6986,0.0904,1.904,2.085,2.266,2.469,2.699,2.959,3.255,3.593,3.932
46.5,-0.3833,2.7155,0.0904,1.916,2.098,2.28,2.485,2.716,2.977,3.275,3.616,3.957
46.6,-0.3833,2.7326,0.09041,1.928,2.111,2.294,2.5,2.733,2.996,3.296,3.639,3.982
46.7,-0.3833,2.7496,0.09042,1.94,2.124,2.309,2.516,2.75,3.015,3.316,3.662,4.007
46.8,-0.3833,2.7666,0.09043,1.952,2.137,2.323,2.531,2.767,3.033,3.337,3.684,4.032
46.9,-0.3833,2.7837,0.09044,1.964,2.15,2.337,2.547,2.784,3.052,3.358,3.707,4.057
47,-0.3833,2.8007,0.09044,1.976,2.164,2.351,2.562,2.801,3.071,3.378,3.73,4.081
47.1,-0.3833,2.8179,0.09045,1.988,2.177,2.366,2.578,2.818,3.09,3.399,3.753,4.107
47.2,-0.3833,2.835,0.09046,2,2.19,2.38,2.594,2.835,3.108,3.42,3.776,4.132
47.3,-0.3833,2.8522,0.09047,2.012,2.203,2.394,2.609,2.852,3.127,3.44,3.799,4.157
47.4,-0.3833,2.8694,0.09047,2.024,2.216,2.409,2.625,2.869,3.146,3.461,3.822,4.182
47.5,-0.3833,2.8867,0.09048,2.036,2.23,2.423,2.641,2.887,3.165,3.482,3.845,4.208
47.6,-0.3833,2.9041,0.09049,2.048,2.243,2.438,2.657,2.904,3.184,3.503,3.868,4.233
47.7,-0.3833,2.9215,0.0905,2.061,2.256,2.452,2.673,2.922,3.203,3.524,3.891,4.259
47.8,-0.3833,2.939,0.0905,2.073,2.27,2.467,2.689,2.939,3.223,3.545,3.915,4.284
47.9,-0.3833,2.9565,0.09051,2.085,2.283,2.482,2.705,2.956,3.242,3.567,3.938,4.31
48,-0.3833,2.9741,0.09052,2.097,2.297,2.497,2.721,2.974,3.261,3.588,3.962,4.336
48.1,-0.3833,2.9918,0.09053,2.11,2.311,2.511,2.737,2.992,3.281,3.609,3.986,4.362
48.2,-0.3833,3.0096,0.09054,2.122,2.324,2.526,2.753,3.01,3.3,3.631,4.009,4.388
48.3,-0.3833,3.0275,0.09054,2.135,2.338,2.541,2.77,3.028,3.32,3.652,4.033,4.414
48.4,-0.3833,3.0455,0.09055,2.148,2.352,2.556,2.786,3.046,3.34,3.674,4.057,4.44
48.5,-0.3833,3.0636,0.09056,2.16,2.366,2.571,2.803,3.064,3.359,3.696,4.082,4.467
48.6,-0.3833,3.0818,0.09057,2.173,2.38,2.587,2.819,3.082,3.379,3.718,4.106,4.494
48.7,-0.3833,3.1001,0.09057,2.186,2.394,2.602,2.836,3.1,3.399,3.74,4.13,4.52
48.8,-0.3833,3.1186,0.09058,2.199,2.408,2.618,2.853,3.119,3.42,3.763,4.155,4.548
48.9,-0.3833,3.1372,0.09059,2.212,2.423,2.633,2.87,3.137,3.44,3.785,4.18,4.575
49,-0.3833,3.156,0.0906,2.225,2.437,2.649,2.887,3.156,3.461,3.808,4.205,4.602
49.1,-0.3833,3.1749,0.09061,2.238,2.451,2.665,2.904,3.175,3.482,3.831,4.231,4.63
49.2,-0.3833,3.1939,0.09061,2.252,2.466,2.681,2.922,3.194,3.502,3.854,4.256,4.658
49.3,-0.3833,3.2131,0.09062,2.265,2.481,2.697,2.939,3.213,3.524,3.877,4.282,4.686
49.4,-0.3833,3.2325,0.09063,2.279,2.496,2.713,2.957,3.232,3.545,3.901,4.308,4.715
49.5,-0.3833,3.252,0.09064,2.292,2.511,2.729,2.975,3.252,3.566,3.924,4.334,4.743
49.6,-0.3833,3.2717,0.09065,2.306,2.526,2.746,2.993,3.272,3.588,3.948,4.36,4.772
49.7,-0.3833,3.2915,0.09065,2.32,2.541,2.762,3.011,3.292,3.61,3.972,4.387,4.801
49.8,-0.3833,3.3114,0.09066,2.334,2.557,2.779,3.029,3.311,3.631,3.996,4.413,4.83
49.9,-0.3833,3.3316,0.09067,2.348,2.572,2.796,3.048,3.332,3.654,4.02,4.44,4.86
50,-0.3833,3.3518,0.09068,2.362,2.588,2.813,3.066,3.352,3.676,4.045,4.467,4.89
50.1,-0.3833,3.3723,0.09069,2.377,2.603,2.83,3.085,3.372,3.698,4.07,4.495,4.92
50.2,-0.3833,3.3929,0.09069,2.391,2.619,2.847,3.104,3.393,3.721,4.095,4.522,4.95
50.3,-0.3833,3.4136,0.0907,2.406,2.635,2.865,3.122,3.414,3.744,4.12,4.55,4.98
50.4,-0.3833,3.4346,0.09071,2.421,2.651,2.882,3.142,3.435,3.767,4.145,4.578,5.011
50.5,-0.3833,3.4557,0.09072,2.435,2.668,2.9,3.161,3.456,3.79,4.171,4.606,5.042
50.6,-0.3833,3.4769,0.09073,2.45,2.684,2.917,3.18,3.477,3.813,4.196,4.635,5.073
50.7,-0.3833,3.4983,0.09074,2.465,2.7,2.935,3.2,3.498,3.837,4.222,4.664,5.105
50.8,-0.3833,3.5199,0.09074,2.48,2.717,2.953,3.22,3.52,3.86,4.248,4.692,5.136
50.9,-0.3833,3.5417,0.09075,2.496,2.734,2.972,3.239,3.542,3.884,4.275,4.722,5.168
51,-0.3833,3.5636,0.09076,2.511,2.75,2.99,3.259,3.564,3.908,4.301,4.751,5.2
51.1,-0.3833,3.5856,0.09077,2.526,2.767,3.008,3.28,3.586,3.933,4.328,4.78,5.233
51.2,-0.3833,3.6078,0.09078,2.542,2.784,3.027,3.3,3.608,3.957,4.355,4.81,5.265
51.3,-0.3833,3.6302,0.09079,2.558,2.802,3.046,3.32,3.63,3.982,4.382,4.84,5.298
51.4,-0.3833,3.6527,0.0908,2.573,2.819,3.065,3.341,3.653,4.006,4.409,4.87,5.331
51.5,-0.3833,3.6754,0.0908,2.589,2.836,3.084,3.362,3.675,4.031,4.437,4.901,5.365
51.6,-0.3833,3.6982,0.09081,2.605,2.854,3.103,3.382,3.698,4.056,4.464,4.931,5.398
51.7,-0.3833,3.7212,0.09082,2.621,2.872,3.122,3.403,3.721,4.082,4.492,4.962,5.432
51.8,-0.3833,3.7444,0.09083,2.638,2.889,3.141,3.425,3.744,4.107,4.52,4.993,5.466
51.9,-0.3833,3.7677,0.09084,2.654,2.907,3.161,3.446,3.768,4.133,4.548,5.024,5.5
52,-0.3833,3.7911,0.09085,2.67,2.925,3.18,3.467,3.791,4.158,4.577,5.056,5.535
52.1,-0.3833,3.8147,0.09086,2.687,2.944,3.2,3.489,3.815,4.184,4.605,5.087,5.569
52.2,-0.3833,3.8385,0.09086,2.704,2.962,3.22,3.511,3.838,4.21,4.634,5.119,5.604
52.3,-0.3833,3.8623,0.09087,2.72,2.98,3.24,3.532,3.862,4.237,4.663,5.151,5.639
52.4,-0.3833,3.8863,0.09088,2.737,2.999,3.26,3.554,3.886,4.263,4.692,5.183,5.674
52.5,-0.3833,3.9105,0.09089,2.754,3.017,3.28,3.576,3.91,4.29,4.721,5.216,5.71
52.6,-0.3833,3.9348,0.0909,2.771,3.036,3.301,3.598,3.935,4.316,4.751,5.248,5.746
52.7,-0.3833,3.9592,0.09091,2.788,3.055,3.321,3.621,3.959,4.343,4.78,5.281,5.782
52.8,-0.3833,3.9837,0.09092,2.805,3.073,3.342,3.643,3.984,4.37,4.81,5.314,5.818
52.9,-0.3833,4.0084,0.09093,2.823,3.092,3.362,3.666,4.008,4.397,4.84,5.347,5.854
53,-0.3833,4.0332,0.09093,2.84,3.112,3.383,3.688,4.033,4.424,4.87,5.38,5.89
53.1,-0.3833,4.0581,0.09094,2.857,3.131,3.404,3.711,4.058,4.452,4.9,5.413,5.927
53.2,-0.3833,4.0832,0.09095,2.875,3.15,3.425,3.734,4.083,4.479,4.93,5.447,5.964
53.3,-0.3833,4.1084,0.09096,2.893,3.169,3.446,3.757,4.108,4.507,4.961,5.481,6.001
53.4,-0.3833,4.1337,0.09097,2.91,3.189,3.467,3.78,4.134,4.535,4.992,5.515,6.038
53.5,-0.3833,4.1591,0.09098,2.928,3.208,3.488,3.803,4.159,4.563,5.022,5.549,6.075
53.6,-0.3833,4.1846,0.09099,2.946,3.228,3.51,3.827,4.185,4.591,5.053,5.583,6.113
53.7,-0.3833,4.2102,0.09099,2.964,3.248,3.531,3.85,4.21,4.619,5.084,5.617,6.15
53.8,-0.3833,4.2359,0.091,2.982,3.267,3.553,3.873,4.236,4.647,5.115,5.652,6.188
53.9,-0.3833,4.2617,0.09101,3,3.287,3.574,3.897,4.262,4.675,5.147,5.686,6.226
54,-0.3833,4.2875,0.09102,3.018,3.307,3.596,3.921,4.288,4.704,5.178,5.721,6.264
54.1,-0.3833,4.3135,0.09103,3.036,3.327,3.617,3.944,4.314,4.732,5.209,5.756,6.302
54.2,-0.3833,4.3395,0.09104,3.054,3.347,3.639,3.968,4.34,4.761,5.241,5.791,6.34
54.3,-0.3833,4.3655,0.09105,3.073,3.367,3.661,3.992,4.366,4.789,5.272,5.826,6.379
54.4,-0.3833,4.3917,0.09105,3.091,3.387,3.683,4.016,4.392,4.818,5.304,5.861,6.417
54.5,-0.3833,4.4179,0.09106,3.109,3.407,3.705,4.04,4.418,4.847,5.336,5.896,6.456
54.6,-0.3833,4.4442,0.09107,3.128,3.427,3.727,4.064,4.444,4.876,5.368,5.931,6.494
54.7,-0.3833,4.4705,0.09108,3.146,3.447,3.749,4.088,4.47,4.905,5.4,5.966,6.533
54.8,-0.3833,4.4969,0.09109,3.165,3.468,3.771,4.112,4.497,4.934,5.432,6.002,6.572
54.9,-0.3833,4.5233,0.09109,3.183,3.488,3.793,4.136,4.523,4.963,5.464,6.037,6.61
55,-0.3833,4.5498,0.0911,3.202,3.508,3.815,4.16,4.55,4.992,5.496,6.073,6.65
55.1,-0.3833,4.5763,0.09111,3.22,3.529,3.837,4.184,4.576,5.021,5.528,6.108,6.689
55.2,-0.3833,4.6029,0.09112,3.239,3.549,3.859,4.209,4.603,5.05,5.56,6.144,6.728
55.3,-0.3833,4.6295,0.09113,3.258,3.57,3.882,4.233,4.63,5.079,5.592,6.18,6.767
55.4,-0.3833,4.6561,0.09113,3.276,3.59,3.904,4.257,4.656,5.109,5.624,6.215,6.806
55.5,-0.3833,4.6827,0.09114,3.295,3.611,3.926,4.281,4.683,5.138,5.657,6.251,6.845
55.6,-0.3833,4.7094,0.09115,3.313,3.631,3.949,4.306,4.709,5.167,5.689,6.287,6.884
55.7,-0.3833,4.7361,0.09116,3.332,3.652,3.971,4.33,4.736,5.197,5.721,6.323,6.924
55.8,-0.3833,4.7628,0.09116,3.351,3.672,3.993,4.355,4.763,5.226,5.754,6.358,6.963
55.9,-0.3833,4.7895,0.09117,3.37,3.693,4.016,4.379,4.79,5.255,5.786,6.394,7.002
56,-0.3833,4.8162,0.09118,3.388,3.713,4.038,4.403,4.816,5.285,5.818,6.43,7.041
56.1,-0.3833,4.843,0.09119,3.407,3.734,4.06,4.428,4.843,5.314,5.851,6.466,7.081
56.2,-0.3833,4.8697,0.09119,3.426,3.754,4.083,4.452,4.87,5.343,5.883,6.502,7.12
56.3,-0.3833,4.8964,0.0912,3.444,3.775,4.105,4.477,4.896,5.373,5.916,6.537,7.159
56.4,-0.3833,4.9232,0.09121,3.463,3.795,4.127,4.501,4.923,5.402,5.948,6.573,7.199
56.5,-0.3833,4.95,0.09121,3.482,3.816,4.15,4.526,4.95,5.432,5.98,6.609,7.238
56.6,-0.3833,4.9767,0.09122,3.501,3.836,4.172,4.55,4.977,5.461,6.013,6.645,7.277
56.7,-0.3833,5.0034,0.09123,3.519,3.857,4.194,4.574,5.003,5.49,6.045,6.681,7.317
56.8,-0.3833,5.0302,0.09123,3.538,3.878,4.217,4.599,5.03,5.52,6.078,6.717,7.356
56.9,-0.3833,5.0569,0.09124,3.557,3.898,4.239,4.623,5.057,5.549,6.11,6.753,7.395
57,-0.3833,5.0837,0.09125,3.576,3.919,4.262,4.648,5.084,5.579,6.143,6.789,7.435
57.1,-0.3833,5.1104,0.09125,3.594,3.939,4.284,4.672,5.11,5.608,6.175,6.824,7.474
57.2,-0.3833,5.1371,0.09126,3.613,3.96,4.306,4.696,5.137,5.637,6.207,6.86,7.513
57.3,-0.3833,5.1639,0.09126,3.632,3.98,4.329,4.721,5.164,5.667,6.24,6.896,7.552
57.4,-0.3833,5.1906,0.09127,3.65,4.001,4.351,4.745,5.191,5.696,6.272,6.932,7.592
57.5,-0.3833,5.2173,0.09128,3.669,4.021,4.373,4.77,5.217,5.725,6.304,6.968,7.631
57.6,-0.3833,5.244,0.09128,3.688,4.042,4.396,4.794,5.244,5.755,6.337,7.003,7.67
57.7,-0.3833,5.2707,0.09129,3.706,4.062,4.418,4.818,5.271,5.784,6.369,7.039,7.709
57.8,-0.3833,5.2974,0.09129,3.725,4.083,4.44,4.843,5.297,5.813,6.401,7.075,7.749
57.9,-0.3833,5.324,0.0913,3.744,4.103,4.463,4.867,5.324,5.843,6.434,7.111,7.788
58,-0.3833,5.3507,0.0913,3.763,4.124,4.485,4.891,5.351,5.872,6.466,7.146,7.827
58.1,-0.3833,5.3773,0.09131,3.781,4.144,4.507,4.916,5.377,5.901,6.498,7.182,7.866
58.2,-0.3833,5.4039,0.09131,3.8,4.165,4.529,4.94,5.404,5.93,6.53,7.218,7.905
58.3,-0.3833,5.4304,0.09131,3.818,4.185,4.552,4.964,5.43,5.959,6.562,7.253,7.944
58.4,-0.3833,5.4569,0.09132,3.837,4.205,4.574,4.988,5.457,5.988,6.594,7.289,7.983
58.5,-0.3833,5.4834,0.09132,3.856,4.226,4.596,5.013,5.483,6.018,6.626,7.324,8.022
58.6,-0.3833,5.5098,0.09133,3.874,4.246,4.618,5.037,5.51,6.047,6.659,7.36,8.061
58.7,-0.3833,5.5362,0.09133,3.893,4.266,4.64,5.061,5.536,6.076,6.69,7.395,8.099
58.8,-0.3833,5.5625,0.09133,3.911,4.287,4.662,5.085,5.562,6.104,6.722,7.43,8.138
58.9,-0.3833,5.5888,0.09134,3.929,4.307,4.684,5.109,5.589,6.133,6.754,7.465,8.177
59,-0.3833,5.6151,0.09134,3.948,4.327,4.706,5.133,5.615,6.162,6.786,7.5,8.215
59.1,-0.3833,5.6413,0.09134,3.966,4.347,4.728,5.157,5.641,6.191,6.818,7.535,8.253
59.2,-0.3833,5.6674,0.09135,3.985,4.367,4.75,5.181,5.667,6.22,6.849,7.571,8.292
59.3,-0.3833,5.6935,0.09135,4.003,4.387,4.772,5.205,5.694,6.248,6.881,7.605,8.33
59.4,-0.3833,5.7195,0.09135,4.021,4.407,4.794,5.228,5.72,6.277,6.912,7.64,8.368
59.5,-0.3833,5.7454,0.09135,4.039,4.427,4.815,5.252,5.745,6.305,6.944,7.675,8.406
59.6,-0.3833,5.7713,0.09136,4.057,4.447,4.837,5.276,5.771,6.334,6.975,7.71,8.444
59.7,-0.3833,5.7971,0.09136,4.076,4.467,4.859,5.299,5.797,6.362,7.006,7.744,8.482
59.8,-0.3833,5.8229,0.09136,4.094,4.487,4.88,5.323,5.823,6.39,7.037,7.779,8.52
59.9,-0.3833,5.8485,0.09136,4.112,4.507,4.902,5.346,5.848,6.418,7.068,7.813,8.557
60,-0.3833,5.8742,0.09136,4.13,4.527,4.923,5.37,5.874,6.447,7.099,7.847,8.595
60.1,-0.3833,5.8997,0.09136,4.148,4.546,4.945,5.393,5.9,6.475,7.13,7.881,8.632
60.2,-0.3833,5.9252,0.09137,4.165,4.566,4.966,5.416,5.925,6.503,7.161,7.915,8.67
60.3,-0.3833,5.9507,0.09137,4.183,4.585,4.987,5.44,5.951,6.531,7.192,7.95,8.707
60.4,-0.3833,5.9761,0.09137,4.201,4.605,5.009,5.463,5.976,6.559,7.223,7.983,8.744
60.5,-0.3833,6.0014,0.09137,4.219,4.624,5.03,5.486,6.001,6.586,7.253,8.017,8.781
60.6,-0.3833,6.0266,0.09137,4.237,4.644,5.051,5.509,6.027,6.614,7.284,8.051,8.818
60.7,-0.3833,6.0518,0.09137,4.254,4.663,5.072,5.532,6.052,6.642,7.314,8.085,8.855
60.8,-0.3833,6.0769,0.09137,4.272,4.683,5.093,5.555,6.077,6.669,7.344,8.118,8.892
60.9,-0.3833,6.102,0.09137,4.29,4.702,5.114,5.578,6.102,6.697,7.375,8.152,8.929
61,-0.3833,6.127,0.09137,4.307,4.721,5.135,5.601,6.127,6.724,7.405,8.185,8.965
61.1,-0.3833,6.1519,0.09137,4.325,4.74,5.156,5.624,6.152,6.752,7.435,8.218,9.002
61.2,-0.3833,6.1768,0.09136,4.343,4.76,5.177,5.646,6.177,6.779,7.465,8.251,9.038
61.3,-0.3833,6.2017,0.09136,4.36,4.779,5.198,5.669,6.202,6.806,7.495,8.285,9.074
61.4,-0.3833,6.2264,0.09136,4.377,4.798,5.218,5.692,6.226,6.833,7.525,8.318,9.11
61.5,-0.3833,6.2511,0.09136,4.395,4.817,5.239,5.714,6.251,6.86,7.555,8.351,9.146
61.6,-0.3833,6.2758,0.09136,4.412,4.836,5.26,5.737,6.276,6.887,7.585,8.384,9.182
61.7,-0.3833,6.3004,0.09136,4.429,4.855,5.28,5.759,6.3,6.914,7.614,8.416,9.218
61.8,-0.3833,6.3249,0.09135,4.447,4.874,5.301,5.782,6.325,6.941,7.644,8.449,9.254
61.9,-0.3833,6.3494,0.09135,4.464,4.893,5.322,5.804,6.349,6.968,7.673,8.482,9.29
62,-0.3833,6.3738,0.09135,4.481,4.912,5.342,5.826,6.374,6.995,7.703,8.514,9.325
62.1,-0.3833,6.3981,0.09135,4.498,4.93,5.362,5.849,6.398,7.022,7.732,8.547,9.361
62.2,-0.3833,6.4224,0.09134,4.516,4.949,5.383,5.871,6.422,7.048,7.762,8.579,9.396
62.3,-0.3833,6.4466,0.09134,4.533,4.968,5.403,5.893,6.447,7.075,7.791,8.611,9.431
62.4,-0.3833,6.4708,0.09134,4.55,4.987,5.423,5.915,6.471,7.101,7.82,8.643,9.467
62.5,-0.3833,6.4948,0.09133,4.567,5.005,5.444,5.937,6.495,7.128,7.849,8.675,9.502
62.6,-0.3833,6.5189,0.09133,4.584,5.024,5.464,5.959,6.519,7.154,7.878,8.707,9.537
62.7,-0.3833,6.5429,0.09133,4.6,5.042,5.484,5.981,6.543,7.18,7.907,8.739,9.572
62.8,-0.3833,6.5668,0.09132,4.617,5.061,5.504,6.003,6.567,7.206,7.936,8.771,9.607
62.9,-0.3833,6.5906,0.09132,4.634,5.079,5.524,6.025,6.591,7.233,7.964,8.803,9.641
63,-0.3833,6.6144,0.09131,4.651,5.098,5.544,6.047,6.614,7.259,7.993,8.834,9.676
63.1,-0.3833,6.6382,0.09131,4.668,5.116,5.564,6.068,6.638,7.285,8.022,8.866,9.711
63.2,-0.3833,6.6619,0.0913,4.685,5.134,5.584,6.09,6.662,7.311,8.05,8.898,9.745
63.3,-0.3833,6.6856,0.0913,4.701,5.153,5.604,6.112,6.686,7.337,8.079,8.929,9.779
63.4,-0.3833,6.7092,0.09129,4.718,5.171,5.624,6.133,6.709,7.363,8.107,8.96,9.814
63.5,-0.3833,6.7328,0.09129,4.735,5.189,5.644,6.155,6.733,7.388,8.136,8.992,9.848
63.6,-0.3833,6.7563,0.09128,4.751,5.207,5.663,6.177,6.756,7.414,8.164,9.023,9.882
63.7,-0.3833,6.7798,0.09128,4.768,5.225,5.683,6.198,6.78,7.44,8.192,9.054,9.916
63.8,-0.3833,6.8033,0.09127,4.785,5.244,5.703,6.22,6.803,7.466,8.221,9.085,9.95
63.9,-0.3833,6.8267,0.09127,4.801,5.262,5.722,6.241,6.827,7.491,8.249,9.117,9.985
64,-0.3833,6.8501,0.09126,4.818,5.28,5.742,6.262,6.85,7.517,8.277,9.148,10.018
64.1,-0.3833,6.8734,0.09125,4.834,5.298,5.762,6.284,6.873,7.542,8.305,9.178,10.052
64.2,-0.3833,6.8967,0.09125,4.851,5.316,5.781,6.305,6.897,7.568,8.333,9.21,10.086
64.3,-0.3833,6.9199,0.09124,4.867,5.334,5.801,6.326,6.92,7.593,8.361,9.24,10.12
64.4,-0.3833,6.9431,0.09123,4.884,5.352,5.82,6.348,6.943,7.619,8.389,9.271,10.153
64.5,-0.3833,6.9662,0.09123,4.9,5.37,5.84,6.369,6.966,7.644,8.417,9.302,10.187
64.6,-0.3833,6.9893,0.09122,4.916,5.388,5.859,6.39,6.989,7.669,8.444,9.332,10.22
64.7,-0.3833,7.0124,0.09121,4.933,5.406,5.879,6.411,7.012,7.695,8.472,9.363,10.253
64.8,-0.3833,7.0354,0.0912,4.949,5.424,5.898,6.432,7.035,7.72,8.5,9.393,10.287
64.9,-0.3833,7.0583,0.0912,4.965,5.441,5.917,6.453,7.058,7.745,8.527,9.424,10.32
65,-0.3833,7.0812,0.09119,4.982,5.459,5.937,6.474,7.081,7.77,8.555,9.454,10.353
65.1,-0.3833,7.1041,0.09118,4.998,5.477,5.956,6.495,7.104,7.795,8.582,9.484,10.386
65.2,-0.3833,7.1269,0.09117,5.014,5.495,5.975,6.516,7.127,7.82,8.61,9.514,10.419
65.3,-0.3833,7.1497,0.09116,5.03,5.512,5.994,6.537,7.15,7.845,8.637,9.545,10.452
65.4,-0.3833,7.1724,0.09116,5.046,5.53,6.014,6.558,7.172,7.87,8.665,9.575,10.485
65.5,-0.3833,7.195,0.09115,5.062,5.547,6.033,6.578,7.195,7.895,8.692,9.605,10.518
65.6,-0.3833,7.2177,0.09114,5.078,5.565,6.052,6.599,7.218,7.919,8.719,9.635,10.55
65.7,-0.3833,7.2402,0.09113,5.095,5.583,6.071,6.62,7.24,7.944,8.746,9.664,10.583
65.8,-0.3833,7.2627,0.09112,5.111,5.6,6.09,6.64,7.263,7.969,8.773,9.694,10.615
65.9,-0.3833,7.2852,0.09111,5.127,5.618,6.109,6.661,7.285,7.993,8.8,9.724,10.648
66,-0.3833,7.3076,0.0911,5.143,5.635,6.128,6.682,7.308,8.018,8.827,9.753,10.68
66.1,-0.3833,7.33,0.09109,5.158,5.652,6.146,6.702,7.33,8.042,8.854,9.783,10.712
66.2,-0.3833,7.3523,0.09109,5.174,5.67,6.165,6.723,7.352,8.067,8.881,9.813,10.745
66.3,-0.3833,7.3745,0.09108,5.19,5.687,6.184,6.743,7.374,8.091,8.907,9.842,10.777
66.4,-0.3833,7.3967,0.09107,5.206,5.704,6.203,6.763,7.397,8.115,8.934,9.871,10.809
66.5,-0.3833,7.4189,0.09106,5.222,5.721,6.221,6.784,7.419,8.139,8.96,9.901,10.841
66.6,-0.3833,7.441,0.09105,5.237,5.739,6.24,6.804,7.441,8.164,8.987,9.93,10.873
66.7,-0.3833,7.463,0.09104,5.253,5.756,6.259,6.824,7.463,8.188,9.013,9.959,10.904
66.8,-0.3833,7.485,0.09103,5.269,5.773,6.277,6.844,7.485,8.212,9.04,9.988,10.936
66.9,-0.3833,7.5069,0.09102,5.284,5.79,6.296,6.864,7.507,8.236,9.066,10.017,10.967
67,-0.3833,7.5288,0.09101,5.3,5.807,6.314,6.885,7.529,8.26,9.092,10.046,10.999
67.1,-0.3833,7.5507,0.091,5.316,5.824,6.333,6.905,7.551,8.283,9.118,10.074,11.031
67.2,-0.3833,7.5724,0.09099,5.331,5.841,6.351,6.925,7.572,8.307,9.144,10.103,11.062
67.3,-0.3833,7.5942,0.09098,5.347,5.858,6.369,6.945,7.594,8.331,9.171,10.132,11.093
67.4,-0.3833,7.6158,0.09097,5.362,5.875,6.388,6.964,7.616,8.355,9.196,10.16,11.124
67.5,-0.3833,7.6375,0.09096,5.377,5.892,6.406,6.984,7.638,8.378,9.222,10.189,11.155
67.6,-0.3833,7.659,0.09095,5.393,5.908,6.424,7.004,7.659,8.402,9.248,10.217,11.186
67.7,-0.3833,7.6806,0.09094,5.408,5.925,6.442,7.024,7.681,8.425,9.274,10.246,11.217
67.8,-0.3833,7.702,0.09093,5.423,5.942,6.46,7.043,7.702,8.449,9.3,10.274,11.248
67.9,-0.3833,7.7234,0.09091,5.439,5.959,6.479,7.063,7.723,8.472,9.325,10.302,11.278
68,-0.3833,7.7448,0.0909,5.454,5.975,6.497,7.083,7.745,8.496,9.351,10.33,11.309
68.1,-0.3833,7.7661,0.09089,5.469,5.992,6.515,7.102,7.766,8.519,9.376,10.358,11.34
68.2,-0.3833,7.7874,0.09088,5.485,6.009,6.533,7.122,7.787,8.542,9.402,10.386,11.37
68.3,-0.3833,7.8086,0.09087,5.5,6.025,6.55,7.141,7.809,8.565,9.427,10.414,11.401
68.4,-0.3833,7.8298,0.09086,5.515,6.042,6.568,7.161,7.83,8.588,9.453,10.442,11.431
68.5,-0.3833,7.8509,0.09085,5.53,6.058,6.586,7.18,7.851,8.611,9.478,10.47,11.462
68.6,-0.3833,7.872,0.09084,5.545,6.075,6.604,7.2,7.872,8.635,9.503,10.498,11.492
68.7,-0.3833,7.893,0.09083,5.56,6.091,6.622,7.219,7.893,8.657,9.528,10.525,11.522
68.8,-0.3833,7.914,0.09082,5.575,6.107,6.64,7.238,7.914,8.68,9.553,10.553,11.552
68.9,-0.3833,7.935,0.0908,5.59,6.124,6.657,7.257,7.935,8.703,9.578,10.58,11.582
69,-0.3833,7.9559,0.09079,5.605,6.14,6.675,7.277,7.956,8.726,9.603,10.608,11.612
69.1,-0.3833,7.9768,0.09078,5.62,6.156,6.693,7.296,7.977,8.749,9.628,10.635,11.642
69.2,-0.3833,7.9976,0.09077,5.635,6.173,6.71,7.315,7.998,8.772,9.653,10.663,11.672
69.3,-0.3833,8.0184,0.09076,5.65,6.189,6.728,7.334,8.018,8.794,9.678,10.69,11.702
69.4,-0.3833,8.0392,0.09075,5.665,6.205,6.745,7.353,8.039,8.817,9.703,10.717,11.731
69.5,-0.3833,8.0599,0.09074,5.68,6.221,6.763,7.372,8.06,8.84,9.728,10.745,11.761
69.6,-0.3833,8.0806,0.09072,5.695,6.238,6.781,7.391,8.081,8.862,9.753,10.771,11.79
69.7,-0.3833,8.1012,0.09071,5.709,6.254,6.798,7.41,8.101,8.885,9.777,10.798,11.82
69.8,-0.3833,8.1218,0.0907,5.724,6.27,6.815,7.429,8.122,8.907,9.802,10.826,11.849
69.9,-0.3833,8.1424,0.09069,5.739,6.286,6.833,7.448,8.142,8.93,9.826,10.853,11.879
